COHORTE,CONV.,FULBRIGHT GRANT,ABBREV.,DEGREE,GENERAL ACADEMIC AREA
1989,1989,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2001,2001,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1989,1989,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1999,1999,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1997,1997,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
2002,2002,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1981,1981,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1993,1993,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1994,1994,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2007,2007,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,LAW
1961,1961,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,TBD
1962,1962,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1974,1974,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,TBD
1974,1974,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,TBD
2005,2005,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2008,2008,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2004,2004,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1990,1990,US FULBRIGHT-ICETEX,US FB.IC,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1974,1974,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,TBD
1980,1980,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2004,2004,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2005,2005,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1998,1998,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1993,1993,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2009,2009,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
1960,1960,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1975,1975,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2006,2006,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1998,1998,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,ENGINEERING & APPLIED SCIENCES
1980,1980,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,ENGINEERING & APPLIED SCIENCES
2001,2001,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,ENGINEERING & APPLIED SCIENCES
2004,2004,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,LAW
2002,2002,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
2007,2007,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2004,2004,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1988,1988,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2006,2006,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2004,2004,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2008,2008,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2007,2007,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,ART & ARCHITECTURE
1995,1995,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2003,2003,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
1980,1980,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1981,1981,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1981,1981,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2002,2002,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1999,1999,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2010,2010,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2006,2006,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2001,2001,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1998,1998,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
2010,2010,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1989,1989,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1994,1994,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1995,1995,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
1998,1998,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1999,1999,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1999,1999,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2008,2008,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1993,1993,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1992,1992,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1998,1998,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2001,2001,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2004,2004,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2007,2007,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
2005,2005,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
2009,2009,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
2005,2005,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1974,1974,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,ART & ARCHITECTURE
2000,2000,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,ART & ARCHITECTURE
1993,1993,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2007,2007,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2008,2008,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2006,2006,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2007,2007,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
1997,1997,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1960,1960,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,TBD
1989,1989,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1992,1992,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1998,1998,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2007,2007,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2006,2006,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1986,1986,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1989,1989,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2000,2000,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1994,1994,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1965,1965,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1971,1971,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1979,1979,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1984,1984,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1985,1985,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
1987,1987,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,PHYSICAL SCIENCES & MATHEMATICS
1996,1996,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
2000,2000,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2004,2004,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
1991,1991,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1980,1980,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,ART & ARCHITECTURE
2005,2005,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1985,1985,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1972,1972,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1964,1964,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1972,1972,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,TBD
1997,1997,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2005,2005,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1998,1998,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1995,1995,US FULBRIGHT-ICETEX,US FB.IC,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2004,2004,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2001,2001,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2005,2005,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1999,1999,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1992,1992,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1992,1992,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2000,2000,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1999,1999,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1996,1996,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1998,1998,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1993,1993,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2005,2005,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
2009,2009,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
2006,2006,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1991,1991,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1996,1996,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
2004,2004,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,EDUCATION
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1994,1994,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1989,1989,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1981,1981,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2010,2010,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1990,1990,US FULBRIGHT-ICETEX,US FB.IC,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1990,1990,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1990,1990,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,LAW
1965,1965,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1966,1966,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1967,1967,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1969,1969,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1974,1974,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,TBD
1974,1974,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1974,1974,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1975,1975,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,TBD
2005,2005,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2008,2008,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1986,1986,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1993,1993,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1979,1979,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1995,1995,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1975,1975,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
2002,2002,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1991,1991,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2002,2002,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1996,1996,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
1985,1985,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
2004,2004,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
2006,2006,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2010,2010,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1982,1982,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
2006,2006,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1996,1996,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,ART & ARCHITECTURE
1968,1968,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1993,1993,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1979,1979,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1976,1976,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1994,1994,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2002,2002,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1997,1997,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2007,2007,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2002,2002,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2004,2004,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2005,2005,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2007,2007,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,EDUCATION
2010,2010,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2008,2008,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,PHYSICAL SCIENCES & MATHEMATICS
2010,2010,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2008,2008,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1999,1999,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1993,1993,US FULBRIGHT-ICETEX,US FB.IC,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1982,1982,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1983,1983,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1990,1990,TEACHER EXCHANGE PROGRAM,TEP,INV & DOC,EDUCATION
1961,1961,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1967,1967,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1969,1969,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1992,1992,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
1993,1993,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2001,2001,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1989,1989,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1997,1997,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1980,1980,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2005,2005,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2007,2007,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1984,1984,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,ENGINEERING & APPLIED SCIENCES
2008,2008,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2006,2006,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1965,1965,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1973,1973,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2009,2009,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
1996,1996,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1994,1994,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2003,2003,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1994,1994,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,LAW
1991,1991,FULBRIGHT - HAYS DOCTORAL DISSERTATION RESEARCH ABROAD PROGRAM,DDRA,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1997,1997,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2001,2001,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1991,1991,BECA PROFESOR ESTADOUNIDENSE,SCHO,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1983,1983,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1983,1983,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES
1986,1986,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1989,1989,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1990,1990,US FULBRIGHT-ICETEX,US FB.IC,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1965,1965,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2006,2006,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1976,1976,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2010,2010,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2001,2001,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1973,1973,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
2010,2010,BECA ASISTENTE EN LA ENSEÑANZA DEL INGLÉS,ETA,INV & DOC,EDUCATION
2010,2010,BECA ESPECIALISTA FULBRIGHT,SPE,INV & DOC,LAW
1965,1965,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,HUMANITIES & SOCIAL SCIENCES
1970,1970,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,LAW
1970,1970,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,LAW
1971,1971,BECA ESTUDIANTE ESTADOUNIDENSE,STUD,INV & DOC,LAW
